Date,Description,Original Description,Category,Amount,Status
2025-05-06,"Education Benefits for Veterans","VAED TREAS 310   XXVA EDUC  ***********3600",Income,250.00,Posted
2025-05-05,"Kia Motors Finance","KMF              KMFUSA.com ***********4937",Auto Payment,-527.73,Posted
2025-05-05,"The Home Depot","HOME DEPOT       AUTO PYMT  ***********0387",Home Improvement,-250.00,Posted
2025-05-05,"Affirm","AFFIRM INC       AFFIRM PAY ***********7035",Financial,-75.88,Posted
2025-05-05,"Katy Isd","RVT*Katy ISD     2813966000 ***********",Education,-50.00,Posted
2025-05-05,"Invest529 via Virginia529","INVEST529        PAYMENT    ***********1-31",Investments,-40.00,Posted
2025-05-05,"H-E-B","HEB ONLINE #108          855-803-0611 TX",Groceries,-213.31,Posted
2025-05-05,"Amazon","Amazon.com*NI72C0V82     Amzn.com/billWA",Shopping,-47.49,Posted
2025-05-05,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-14.25,Posted
2025-05-05,"Amazon","AMAZON MKTPL*NB8916JX1   Amzn.com/billWA",Shopping,-12.83,Posted
2025-05-05,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-9.99,Posted
2025-05-05,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-2.99,Posted
2025-05-05,"Blink","Blink                    amzn.com/billWA",Home Services,12.50,Posted
2025-05-02,"Invest529 via Virginia529","INVEST529        PAYMENT    ***********31-7",Investments,-20.00,Posted
2025-05-02,"Greenlight","GREENLIGHT       APP        ***********IGHT",Allowance,-20.00,Posted
2025-05-02,"Zelle Transfer to Marlon","Zelle: Marlon",Transfer,-60.00,Posted
2025-05-02,"CiCi's Pizza","TIL*PL CICIS PIZZA 724   KATY         TX",Restaurants,-39.98,Posted
2025-05-02,"Roku","The Roku Channel         816-2728107  DE",Television,-12.99,Posted
2025-05-02,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-9.99,Posted
2025-05-02,"E-ZPass","EZPASSVA SERVICE         877-7627824  VA",Auto & Transport,10.05,Posted
2025-05-01,"Hyundai Motor Finance","HMF              HMFUSA.com ***********5062",Auto Payment,-869.76,Posted
2025-05-01,"Gexa Energy Electric","GEXA ENERGY      ELECTRIC   ***********2836",Utilities,-237.89,Posted
2025-05-01,"Amazon","AMAZON MKTPL*N25NZ89G1   Amzn.com/billWA",Shopping,-24.66,Posted
2025-05-01,"Little Caesars","LITTLE CAESARS 4642 Q67  KATY         TX",Fast Food,-21.61,Posted
2025-05-01,"Adobe","Adobe                    adobe.com    CA",Electronics & Software,-19.99,Posted
2025-05-01,"Patreon","Patreon* Membership      Internet     CA",Entertainment,-2.00,Posted
2025-04-30,"Capital One","CAPITAL ONE      MOBILE PMT ***********IMLW",Credit Card Payment,-424.72,Posted
2025-04-30,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-16.22,Posted
2025-04-30,"Pinwheel.com","PINWHEEL KID PHONE       PINWHEEL.COM TX",Bills & Utilities,-14.99,Posted
2025-04-29,"Little Hands Lea","LITTLE HANDS LEA 2819615495 ***********9504",Babysitter & Daycare,-255.00,Posted
2025-04-29,"Katy Isd","RVT*Katy ISD     2813966000 ***********",Education,-25.00,Posted
2025-04-29,"PayPal Purchase","PAYPAL           INST XFER  ***********.COM",Uncategorized,-24.99,Posted
2025-04-29,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-9.16,Posted
2025-04-29,"Alkami Technolog Direct Deposit","ALKAMI TECHNOLOG DIRECT DEP ***********7Y54",Paycheck,5448.69,Posted
2025-04-28,"Sunnova Solar","SUNNOVA          SOLAR      ***********9951",Utilities,-125.24,Posted
2025-04-28,"CenterPoint Energy","CPENERGY ENTEX   ENT ACH DR ***********7098",Utilities,-58.00,Posted
2025-04-28,"E� S Fitness","EOS FITNESS  ABC CLUB FEES  ***********4939",Gym,-21.64,Posted
2025-04-28,"In-N-Out Burger","IN-N-OUT KATY            KATY         TX",Fast Food,-43.62,Posted
2025-04-28,"YouTube Premium","Google YouTubePremium    650-2530000  CA",Entertainment,-22.99,Posted
2025-04-28,"Samsung","SamsungElectronics       www.samsung.cNJ",Electronics & Software,-13.40,Posted
2025-04-28,"Crunchyroll","CRUNCHYROLL *            415-503-9235 CA",Movies & Dvds,-12.97,Posted
2025-04-28,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-9.99,Posted
2025-04-28,"Glenn Gustafson","CTLP*GLENN GUSTAFSON     KATY         TX",Fast Food,-4.70,Posted
2025-04-24,"Amazon","AMAZON MKTPL*S923U9CW3   Amzn.com/billWA",Shopping,-7.50,Posted
2025-04-24,"Pokémon Go","GOOGLE *Pokemon          855-836-3987 CA",Electronics & Software,-2.99,Posted
2025-04-23,"Transfer from Venmo","VENMO*Morrill Art        Visa Direct  NY",Transfer,786.00,Posted
2025-04-22,"Little Hands Lea","LITTLE HANDS LEA 2819615495 ***********4151",Babysitter & Daycare,-255.00,Posted
2025-04-22,"Robinhood","ROBINHOOD        Funds      ***********7009",Transfer,-100.00,Posted
2025-04-21,"USAA Credit Card","USAA CREDIT CARD PAYMENT    ***********2531",Credit Card Payment,-201.00,Posted
2025-04-21,"USAA Credit Card","USAA CREDIT CARD PAYMENT    ***********4284",Credit Card Payment,-116.00,Posted
2025-04-21,"Zelle Transfer to Marlon","Zelle: Marlon",Transfer,-200.00,Posted
2025-04-21,"H-E-B","HEB ONLINE #108          855-803-0611 TX",Groceries,-117.11,Posted
2025-04-21,"Amazon","AMAZON MKTPL*MW8VI7I43   Amzn.com/billWA",Shopping,-90.05,Posted
2025-04-21,"H-E-B","H-E-B #797               KATY         TX",Groceries,-89.17,Posted
2025-04-21,"Amazon","AMAZON MKTPL*Z46FX6DO3   Amzn.com/billWA",Shopping,-40.70,Posted
2025-04-21,"Bona Fitness and Wellne","BONA FITNESS AND WELLNE  713-977-2662 TX",Health & Fitness,-40.00,Posted
2025-04-21,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-38.23,Posted
2025-04-21,"Amazon","Amazon.com*ZZ2576EW3     Amzn.com/billWA",Shopping,-34.31,Posted
2025-04-21,"Amazon","AMAZON MKTPL*PJ7T04GC3   Amzn.com/billWA",Shopping,-32.16,Posted
2025-04-21,"Amazon","AMAZON MKTPL*EF3F628D3   Amzn.com/billWA",Shopping,-28.95,Posted
2025-04-21,"Starbucks","STARBUCKS 800-782-7282   800-782-7282 WA",Coffee Shops,-25.00,Posted
2025-04-21,"ExxonMobil","EXXON CHECKOUT #74       KATY         TX",Gas,-14.00,Posted
2025-04-21,"Amazon","AMAZON MKTPL*E08125IV3   Amzn.com/billWA",Shopping,-12.52,Posted
2025-04-21,"Amazon","AMAZON MKTPL*A49H21CE3   Amzn.com/billWA",Shopping,-12.43,Posted
2025-04-21,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-9.99,Posted
2025-04-21,"Amazon","AMZN Digital*N40BR5I83   888-802-3080 WA",Entertainment,-1.99,Posted
2025-04-21,"Mobile Deposit","DEPOSIT@MOBILE",Income,20.00,Posted
2025-04-18,"Interest Paid","INTEREST PAID",Interest Income,0.02,Posted
2025-04-17,"Fidium Fiber Cy","FIDIUM FIBER     BILLPAY    ***********CY P",Utilities,-86.45,Posted
2025-04-17,"Amazon","AMAZON MKTPL*KT0RJ42N3   Amzn.com/billWA",Shopping,-21.32,Posted
2025-04-17,"Chevron","CHEVRON 0387710          KATY         TX",Gas,-13.28,Posted
2025-04-17,"Oakville","OBSIDIAN.MD              OAKVILLE     ON",Shopping,-10.10,Posted
2025-04-17,"The Coffee Barr","SQ *THE COFFEE BARR      Katy         TX",Coffee Shops,-9.66,Posted
2025-04-16,"United Wholesale Mortgage","UWM MORTGAGE     UWM MORTGA ***********4186",Mortgage & Rent,-3117.00,Posted
2025-04-16,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-35.45,Posted
2025-04-16,"Amazon","AMAZON MKTPL*BR74K7AH3   Amzn.com/billWA",Shopping,-34.62,Posted
2025-04-16,"Amazon","Amazon.com*OP1610PS3     Amzn.com/billWA",Shopping,-21.40,Posted
2025-04-15,"Capital One","CAPITAL ONE      TRANSFER   ***********D600",Transfer,-420.00,Posted
2025-04-15,"Little Hands Lea","LITTLE HANDS LEA 2819615495 ***********2569",Babysitter & Daycare,-255.00,Posted
2025-04-15,"Firstmark","FIRSTMARK        PAYMENTS   ***********1304",Student Loan,-109.16,Posted
2025-04-15,"Barclaycard","BARCLAYCARD US   CREDITCARD ***********7828",Credit Card Payment,-9.62,Posted
2025-04-15,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-24.40,Posted
2025-04-15,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-11.72,Posted
2025-04-15,"Amazon","Amazon.com*ZK1IO4RL3     Amzn.com/billWA",Shopping,19.29,Posted
2025-04-15,"Tipsy Mobile","SQ *TIPSY MOBILE         Katy         TX",Restaurants,16.50,Posted
2025-04-15,"Mobile Deposit","DEPOSIT@MOBILE",Income,24.75,Posted
2025-04-14,"Citi Credit Card Payment","CITI AUTOPAY     PAYMENT    ***********0170",Credit Card Payment,-300.00,Posted
2025-04-14,"Barclaycard","BARCLAYCARD US   CREDITCARD ***********1998",Credit Card Payment,-201.37,Posted
2025-04-14,"H-E-B","HEB ONLINE #108          855-803-0611 TX",Groceries,-165.21,Posted
2025-04-14,"Zelle Transfer to Itziar","Zelle: Itziar",Transfer,-135.00,Posted
2025-04-14,"Mint Mobile","MINT MOBILE              800-683-7392 CA",Mobile Phone,-97.24,Posted
2025-04-14,"Xbox Game Pass Ultimate","Microsoft*Ultimate 3 Mo  425-6816830  WA",Electronics & Software,-59.99,Posted
2025-04-14,"Buc-ee's","BUC-EE'S #40             KATY         TX",Fast Food,-58.10,Posted
2025-04-14,"The Oaks Kitchen","TST*THE OAKS KITCHEN &   Katy         TX",Restaurants,-29.78,Posted
2025-04-14,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-25.46,Posted
2025-04-14,"Adobe","Adobe                    adobe.com    CA",Electronics & Software,-22.99,Posted
2025-04-14,"Amazon","Amazon.com*ZK1IO4RL3     Amzn.com/billWA",Shopping,-19.29,Posted
2025-04-14,"Amazon","Amazon.com*ZK1IO4RL3     Amzn.com/billWA",Shopping,-19.29,Posted
2025-04-14,"Tipsy Mobile","SQ *TIPSY MOBILE         Katy         TX",Restaurants,-16.50,Posted
2025-04-14,"Tipsy Mobile","SQ *TIPSY MOBILE         Katy         TX",Restaurants,-16.50,Posted
2025-04-14,"Disney+","Roku for Disney Electro  816-2728107  DE",Television,-15.99,Posted
2025-04-14,"Human Rights Campaign","Human Rights Cam-WebEN   800-7774723  DC",Charity,-10.50,Posted
2025-04-14,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-9.99,Posted
2025-04-14,"Pokémon Go","Google Pokemon           650-2530000  CA",Electronics & Software,-9.99,Posted
2025-04-14,"Ott Dropout","OTT* DROPOUT             DROPOUT.TV   CA",Television,-5.99,Posted
2025-04-14,"Alkami Technolog Direct Deposit","ALKAMI TECHNOLOG DIRECT DEP ***********0Y54",Paycheck,5448.70,Posted
2025-04-10,"Checkout","CHECKOUT #74             KATY         TX",Gas,-35.06,Posted
2025-04-10,"Starbucks","STARBUCKS 800-782-7282   800-782-7282 WA",Coffee Shops,-25.00,Posted
2025-04-10,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-6.48,Posted
2025-04-09,"Katy Isd","RVT*Katy ISD     2813966000 ***********",Education,-100.00,Posted
2025-04-09,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-31.56,Posted
2025-04-09,"Books-A-Million","BOOKS A MILLION 515      KATY         TX",Books,-20.55,Posted
2025-04-08,"LITTLE HANDS LEA 2819615495 ***********3101","LITTLE HANDS LEA 2819615495 ***********3101",Category Pending,-255.00,Posted
2025-04-08,"HEB ONLINE #108          855-803-0611 TX","HEB ONLINE #108          855-803-0611 TX",Category Pending,-116.14,Posted
2025-04-08,"SHELL SERVICE STATION    KATY         TX","SHELL SERVICE STATION    KATY         TX",Category Pending,-47.70,Posted
2025-04-08,"SQ *PJ'S COFFEE OF NEW   Katy         TX","SQ *PJ'S COFFEE OF NEW   Katy         TX",Category Pending,-25.59,Posted
2025-04-08,"H-E-B #797               KATY         TX","H-E-B #797               KATY         TX",Category Pending,-16.00,Posted
2025-04-07,"AFFIRM INC       AFFIRM PAY ***********2852","AFFIRM INC       AFFIRM PAY ***********2852",Category Pending,-75.88,Posted
2025-04-07,"FEDVIP-BENEFEDS  FEDVIPPREM ***********4V01","FEDVIP-BENEFEDS  FEDVIPPREM ***********4V01",Category Pending,-12.20,Posted
2025-04-07,"Zelle: Marlon","Zelle: Marlon",Category Pending,-60.00,Posted
2025-04-07,"H-E-B #797               KATY         TX","H-E-B #797               KATY         TX",Category Pending,-32.83,Posted
2025-04-07,"CHEVRON 0387710          KATY         TX","CHEVRON 0387710          KATY         TX",Category Pending,-26.97,Posted
2025-04-07,"STARBUCKS 800-782-7282   800-782-7282 WA","STARBUCKS 800-782-7282   800-782-7282 WA",Category Pending,-25.00,Posted
2025-04-07,"SQ *PJ'S COFFEE OF NEW   Katy         TX","SQ *PJ'S COFFEE OF NEW   Katy         TX",Category Pending,-24.40,Posted
2025-04-07,"AMAZON MKTPL*XD5M31BX3   Amzn.com/billWA","AMAZON MKTPL*XD5M31BX3   Amzn.com/billWA",Category Pending,-20.36,Posted
2025-04-07,"ROSS STORE #2704         KATY         TX","ROSS STORE #2704         KATY         TX",Category Pending,-18.36,Posted
2025-04-07,"WENDY'S 48               KATY         TX","WENDY'S 48               KATY         TX",Category Pending,-17.73,Posted
2025-04-07,"DIPPIN DOTS              KATY         TX","DIPPIN DOTS              KATY         TX",Category Pending,-12.96,Posted
2025-04-07,"SONIC DRIVE-IN           KATY         TX","SONIC DRIVE-IN           KATY         TX",Category Pending,-11.03,Posted
2025-04-07,"APPLE.COM/BILL           866-712-7753 CA","APPLE.COM/BILL           866-712-7753 CA",Category Pending,-9.99,Posted
2025-04-07,"CHEVRON 0387710          KATY         TX","CHEVRON 0387710          KATY         TX",Category Pending,-8.06,Posted
2025-04-07,"Roku for Peacock TV LLC  816-2728107  DE","Roku for Peacock TV LLC  816-2728107  DE",Category Pending,-7.99,Posted
2025-04-07,"APPLE.COM/BILL           866-712-7753 CA","APPLE.COM/BILL           866-712-7753 CA",Category Pending,-2.99,Posted
2025-04-04,"TD BANK          PAYMENT    ***********RILL","TD BANK          PAYMENT    ***********RILL",Category Pending,-44.21,Posted
2025-04-04,"INVEST529        PAYMENT    ***********3-17","INVEST529        PAYMENT    ***********3-17",Category Pending,-30.00,Posted
2025-04-04,"H-E-B #797               KATY         TX","H-E-B #797               KATY         TX",Category Pending,-18.18,Posted
2025-04-04,"SQ *PJ'S COFFEE OF NEW   Katy         TX","SQ *PJ'S COFFEE OF NEW   Katy         TX",Category Pending,-12.39,Posted
2025-04-04,"Checkout","CHECKOUT #75             CYPRESS      TX",Gas,-12.19,Posted
2025-04-03,"Kia Motors Finance","KMF              KMFUSA.com ***********4937",Auto Payment,-527.73,Posted
2025-04-03,"Waller County Mu","WALLER COUNTY MU FBS MDS WA ***********",Gas,-222.95,Posted
2025-04-03,"The Home Depot","HOME DEPOT       AUTO PYMT  ***********0218",Home Improvement,-200.00,Posted
2025-04-03,"Invest529 via Virginia529","INVEST529        PAYMENT    ***********1-24",Investments,-40.00,Posted
2025-04-03,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-42.70,Posted
2025-04-03,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-24.40,Posted
2025-04-02,"Gexa Energy Electric","GEXA ENERGY      ELECTRIC   ***********5008",Utilities,-173.88,Posted
2025-04-02,"Invest529 via Virginia529","INVEST529        PAYMENT    ***********1-23",Investments,-30.00,Posted
2025-04-02,"Invest529 via Virginia529","INVEST529        PAYMENT    ***********31-5",Investments,-20.00,Posted
2025-04-02,"Greenlight","GREENLIGHT       APP        ***********IGHT",Allowance,-20.00,Posted
2025-04-02,"H-E-B","HEB ONLINE #108          855-803-0611 TX",Groceries,-216.43,Posted
2025-04-02,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-24.40,Posted
2025-04-02,"Roku","The Roku Channel         816-2728107  DE",Television,-12.99,Posted
2025-04-02,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-9.99,Posted
2025-04-01,"Little Hands Lea","LITTLE HANDS LEA 2819615495 ***********0997",Babysitter & Daycare,-255.00,Posted
2025-04-01,"USAA Property and Casualty Insurance","USAA P&C         AUTOPAY    ***********0140",Financial,-1.08,Posted
2025-04-01,"Amazon","AMAZON MKTPL*AQ2YW6CL3   Amzn.com/billWA",Shopping,-30.02,Posted
2025-04-01,"Little Caesars","LITTLE CAESARS 4642 Q67  KATY         TX",Fast Food,-21.61,Posted
2025-04-01,"Adobe","Adobe                    adobe.com    CA",Electronics & Software,-19.99,Posted
2025-04-01,"Amazon","Amazon.com*7U6JZ8U53     Amzn.com/billWA",Shopping,-18.10,Posted
2025-04-01,"Patreon","Patreon* Membership      Internet     CA",Entertainment,-2.00,Posted
2025-03-31,"Hyundai Motor Finance","HMF              HMFUSA.com ***********5062",Auto Payment,-869.76,Posted
2025-03-31,"PayPal Purchase","PAYPAL           INST XFER  ***********.COM",Uncategorized,-24.99,Posted
2025-03-31,"Pinchofactory Pincho Olo Cotx","PINCHOFACTORY            PINCHO.OLO.COTX",Fast Food,-53.52,Posted
2025-03-31,"Shell","SHELL SERVICE STATION    KATY         TX",Gas,-46.01,Posted
2025-03-31,"Books-A-Million","BOOKS A MILLION 515      KATY         TX",Books,-39.96,Posted
2025-03-31,"Wetzel's Pretzels","TST* WETZEL'S PRETZELS   KATY         TX",Fast Food,-18.96,Posted
2025-03-31,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-17.86,Posted
2025-03-31,"Pinwheel.com","PINWHEEL KID PHONE       PINWHEEL.COM TX",Bills & Utilities,-14.99,Posted
2025-03-31,"Five Below","FIVE BELOW 1173          KATY         TX",Shopping,-9.74,Posted
2025-03-31,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-9.00,Posted
2025-03-31,"Short Stop Market","SHORT STOP MARKET        KATY         TX",Gas,-6.19,Posted
2025-03-28,"Capital One","CAPITAL ONE      TRANSFER   ***********E93C",Transfer,-420.00,Posted
2025-03-28,"E� S Fitness","EOS FITNESS  ABC CLUB FEES  ***********1108",Gym,-86.58,Posted
2025-03-28,"CenterPoint Energy","CPENERGY ENTEX   ENT ACH DR ***********7098",Utilities,-60.00,Posted
2025-03-28,"H-E-B","H-E-B #797               KATY         TX",Groceries,-275.50,Posted
2025-03-28,"YouTube Premium","GOOGLE *YouTubePremium   g.co/helppay#CA",Entertainment,-22.99,Posted
2025-03-28,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-15.62,Posted
2025-03-28,"Crunchyroll","CRUNCHYROLL *MEMBERSHI   415-503-9235 CA",Movies & Dvds,-12.95,Posted
2025-03-28,"Alkami Technolog Direct Deposit","ALKAMI TECHNOLOG DIRECT DEP ***********8Y54",Paycheck,5448.69,Posted
2025-03-27,"Progressive","PROG COUNTY MUT  INS PREM   ***********8296",Financial,-95.67,Posted
2025-03-27,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-32.12,Posted
2025-03-27,"Chipotle","CHIPOTLE 2970            KATY         TX",Fast Food,-30.26,Posted
2025-03-27,"Samsung","SamsungElectronics       www.samsung.cNJ",Electronics & Software,-13.40,Posted
2025-03-26,"Sunnova Solar","SUNNOVA          SOLAR      ***********0918",Utilities,-125.24,Posted
2025-03-26,"McDonald's","MCDONALD'S F35856        KATY         TX",Fast Food,-15.90,Posted
2025-03-26,"Temu","TEMU.COM                 WWW.TEMU.COM DE",Shopping,-12.32,Posted
2025-03-25,"Little Hands Lea","LITTLE HANDS LEA 2819615495 ***********1808",Babysitter & Daycare,-255.00,Posted
2025-03-25,"Prime Video","Prime Video *5D2Y319Q3   888-802-3080 WA",Television,-1.99,Posted
2025-03-25,"Prime Video","Prime Video *9E12O8M43   888-802-3080 WA",Television,-1.99,Posted
2025-03-24,"Brookshire Brothers","BROOKSHIRE BROTHERS #9   KATY         TX",Groceries,-140.74,Posted
2025-03-24,"Castillos","TST*CASTILLOS            Katy         TX",Restaurants,-79.19,Posted
2025-03-24,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-52.49,Posted
2025-03-24,"Castillos","TST*CASTILLOS            Katy         TX",Restaurants,-14.76,Posted
2025-03-24,"Sonic","SONIC DRIVE-IN           KATY         TX",Fast Food,-13.35,Posted
2025-03-24,"Chevron","CHEVRON 0387710          KATY         TX",Gas,-11.77,Posted
2025-03-24,"Prime Video","Prime Video *TE9G10073   888-802-3080 WA",Television,-3.79,Posted
2025-03-24,"Pokémon Go","GOOGLE *Pokemon          855-836-3987 CA",Electronics & Software,-2.99,Posted
2025-03-21,"USAA Credit Card","USAA CREDIT CARD PAYMENT    ***********2531",Credit Card Payment,-197.00,Posted
2025-03-21,"USAA Credit Card","USAA CREDIT CARD PAYMENT    ***********4284",Credit Card Payment,-117.00,Posted
2025-03-21,"Walmart","WAL-MART #3226           KATY         TX",Shopping,-69.02,Posted
2025-03-21,"Bona Fitness and Wellne","BONA FITNESS AND WELLNE  713-977-2662 TX",Health & Fitness,-40.00,Posted
2025-03-21,"Girl Scouts","GIRL SCOUTS OF THE UNIT  855-530-4467 NY",Charity,-30.00,Posted
2025-03-21,"Amazon","AMAZON MKTPL*2446H4K53   Amzn.com/billWA",Shopping,-28.49,Posted
2025-03-21,"Texaco","TEXACO 0379688           BROOKSHIRE   TX",Gas,-27.09,Posted
2025-03-21,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-23.54,Posted
2025-03-21,"Blessington Farms","SQ *BLESSINGTON FARMS    Simonton     TX",Entertainment,-16.00,Posted
2025-03-20,"Robinhood","ROBINHOOD        Funds      ***********7009",Transfer,-100.00,Posted
2025-03-20,"Fidium Fiber Cy","FIDIUM FIBER     BILLPAY    ***********CY P",Utilities,-86.45,Posted
2025-03-20,"Katy Isd","RVT*Katy ISD     2813966000 ***********",Education,-81.00,Posted
2025-03-20,"Brookshire Brothers","BROOKSHIRE BROTHERS #9   KATY         TX",Groceries,-122.51,Posted
2025-03-20,"Dairy Queen","DAIRY QUEEN #45290       KATY         TX",Fast Food,-70.01,Posted
2025-03-20,"Zelle Transfer to Marlon","Zelle: Marlon",Transfer,-40.00,Posted
2025-03-20,"Amazon","AMAZON MKTPL*JO1LR26M3   Amzn.com/billWA",Shopping,-28.93,Posted
2025-03-20,"Zelle Transfer to Marlon","Zelle: Marlon",Transfer,-20.00,Posted
2025-03-20,"CVS","CVS/PHARMACY #10952      KATY         TX",Pharmacy,-12.44,Posted
2025-03-20,"McDonald's","MCDONALD'S F40992        KATY         TX",Fast Food,-11.43,Posted
2025-03-20,"Amazon","AMZN Digital*AK3Y23LB3   888-802-3080 WA",Entertainment,-1.99,Posted
2025-03-19,"AutoZone","AUTOZONE  3697           KATY         TX",Service & Parts,-192.42,Posted
2025-03-19,"H-E-B","HEB ONLINE #108          855-803-0611 TX",Groceries,-109.96,Posted
2025-03-19,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-36.64,Posted
2025-03-19,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-18.23,Posted
2025-03-19,"McDonald's","MCDONALD'S F35856        KATY         TX",Fast Food,-6.15,Posted
2025-03-18,"Interest Paid","INTEREST PAID",Interest Income,0.04,Posted
2025-03-18,"Little Hands Lea","LITTLE HANDS LEA 2819615495 ***********1634",Babysitter & Daycare,-255.00,Posted
2025-03-18,"Zelle Transfer to Jason Gossett","Zelle: Jason Gossett",Transfer,-175.00,Posted
2025-03-18,"Shell","SHELL SERVICE STATION    KATY         TX",Gas,-43.77,Posted
2025-03-18,"Amazon","AMAZON MKTPL*GH5W85DQ3   Amzn.com/billWA",Shopping,-29.99,Posted
2025-03-17,"United Wholesale Mortgage","UWM MORTGAGE     UWM MORTGA ***********8963",Mortgage & Rent,-3117.00,Posted
2025-03-17,"Pentagon Federal Transfer","PENTAGON FEDERAL TRNSFR DR  ***********4968",Transfer,-180.00,Posted
2025-03-17,"O'Reilly Auto Parts","O'REILLY 1825            KATY         TX",Service & Parts,-63.29,Posted
2025-03-17,"Snappys Cafe & Gril","TST*SNAPPYS CAFE & GRIL  Katy         TX",Food & Dining,-57.91,Posted
2025-03-17,"McDonald's","MCDONALD'S F40992        KATY         TX",Fast Food,-54.77,Posted
2025-03-17,"Marco's Pizza","MARCOS PIZZA - 5185 - K  281-531-8500 TX",Fast Food,-33.55,Posted
2025-03-17,"Med Memorial Hermann","MED*MEMORIAL HERMANN     HOUSTON      TX",Doctor,-30.00,Posted
2025-03-17,"Amazon","AMAZON MKTPL*9O07O7KN3   Amzn.com/billWA",Shopping,-26.61,Posted
2025-03-17,"In-N-Out Burger","IN-N-OUT KATY            KATY         TX",Fast Food,-22.84,Posted
2025-03-17,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-20.57,Posted
2025-03-17,"Spirit Airlines","SPIRIT AIRLINES ONBOARD  IRVING       TX",Air Travel,-18.00,Posted
2025-03-17,"Amazon","AMAZON MKTPL*WD77N26F3   Amzn.com/billWA",Shopping,-15.54,Posted
2025-03-17,"Oakville Norton","OBSIDIAN.MD              OAKVILLE NORTON",Shopping,-10.10,Posted
2025-03-17,"CVS","CVS/PHARMACY #01996      KATY         TX",Pharmacy,-9.81,Posted
2025-03-17,"Prime Video","Prime Video *2815P0ZX3   888-802-3080 WA",Television,-3.99,Posted
2025-03-17,"Prime Video","Prime Video *WS5XB10L3   888-802-3080 WA",Television,-3.59,Posted
2025-03-17,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-2.27,Posted
2025-03-14,"Capital One","CAPITAL ONE      TRANSFER   ***********CDC2",Transfer,-420.00,Posted
2025-03-14,"Firstmark","FIRSTMARK        PAYMENTS   ***********1304",Student Loan,-109.16,Posted
2025-03-14,"H-E-B","HEB ONLINE #108          855-803-0611 TX",Groceries,-229.27,Posted
2025-03-14,"Adobe","Adobe                    San Jose     CA",Electronics & Software,-22.99,Posted
2025-03-14,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-21.05,Posted
2025-03-14,"Alkami Technolog Direct Deposit","ALKAMI TECHNOLOG DIRECT DEP ***********5Y54",Paycheck,5447.83,Posted
2025-03-13,"Barclaycard","BARCLAYCARD US   CREDITCARD ***********8175",Credit Card Payment,-117.82,Posted
2025-03-13,"DoorDash","DD *DOORDASH ALICIASME   855-973-1040 CA",Food & Dining,-88.89,Posted
2025-03-13,"Hudson News","HUDSON ST1748            ORLANDO      FL",Shopping,-63.13,Posted
2025-03-13,"Starbucks","STARBUCKS 800-782-7282   800-782-7282 WA",Coffee Shops,-25.00,Posted
2025-03-13,"Shell","SHELL OIL 12687364005    ORLANDO      FL",Gas,-18.26,Posted
2025-03-13,"Disney+","Roku for Disney Electro  816-2728107  DE",Television,-15.99,Posted
